분류,상세설명,여행지,장소,전화번호,주소,Latitude,Longitude
"여행,명소 > 해수욕장,해변","해변 면적은 3만㎢, 길이는 1.2km, 폭은 50m로, 거제도 남쪽에 있다. 몽돌이 깔린 해변이 해수욕장으로 활용되며 학동몽돌해수욕장·학동해수욕장이라고도 한다. 바닷물이 맑고 깨끗하여 가족피서지로 적합하다.이름의 유래는 학이 날아오르는 지형이라 하여 지어졌다. 해안을 따라 3㎞에 걸쳐 천연기념물 제233호인 동백림이 있으며, 세계 최대 규모의 팔색조 번식지로 유명하다.해금강(명승 2)·외도 일대를 도는 유람선 관광을 할 수 있다. 이외에도 한려해상국립공원과 아비도래지(천연기념물 227) 등 관광지가 많아 피서객 외에도 연중 관광객으로 붐빈다.지식백과",경남거제시,학동흑진주몽돌해수욕장,,경상남도 거제시 동부면 학동리,34.773122,128.6345503
"여행,명소 > 지역명소",,경남거제시,바람의언덕,,경상남도 거제시 남부면 갈곶리 산14-47,34.730525,128.6750245
"여행,명소 > 섬","명승 제2호. 1971년 지정. 임야 6,584km2, 해면(海面) 0.536km2. 거제도 남동쪽에 불쑥 튀어나온 갈곶(乫串)이 있는데, 그 끝에서 떨어져 나간 한 덩어리의 돌섬이 해금강이다. 갈곶은 원래 어촌이었으나 지금은 몇 호의 어가(漁家)와 여관이 섞여 있는 특이한 해촌(海村)을 이루고 있다.해금강 바위섬은 갈곶과 가까운 거리이므로 작은 배로도 쉽게 왕래할 수 있다. 사자바위가 북쪽에 떨어져 있고, 큰 바위 몸체는 한 덩어리처럼 보이지만 바닷속에서 넷으로 갈라져 4개의 절벽 사이로 십(十)자형 벽간수로(壁間水路)가 뚫려 있다. 이 수로는 북·동·남쪽에서는 배가 드나들 수 있어 절벽마다 빛깔·형태·초목의 다름을 볼 수 있다.바닷물은 맑고 푸르며 바위는 채벽(彩壁)으로 둘러싸여 있어 때로는 총석(叢石)을 이루고, 때로는 뚝뚝 흐르다가 멈춘 듯 정교한 변화를 보이며, 위태롭게 솟은 촛대바위, 십자동굴로 불리는 수로 사이의 푸른 물결과 함께 절경을 이루고 있다.이곳 절벽에는 동백·구실잣밤·풍란·석란·박쥐란 등의 초목이 있으며, 속칭 서불과차(徐市過次)라 하여 진시황이 불로초를 구하러 방사(方士)인 서불(일명 徐福)이란 사람을 보냈다는 설화가 전한다. 앞바다와 서쪽 충무에 이르는 해역은 모두 한려해상국립공원에 포함되며, 이 섬의 동쪽에 이충무공의 해전으로 유명한 옥포만, 서쪽에는 한산도가 있다.지식백과",경남거제시,해금강,055-639-3399,경상남도 거제시 남부면 갈곶리,34.7473193,128.6435177
"레저,테마 > 워터파크",열대 화산섬을 컨셉으로 다양한 어트랙션을 보유하고 있는 태초의 신비를 간직한 오션베이로 환상여행을,경남거제시,대명리조트거제오션베이,1588-4888,경상남도 거제시 일운면 거제대로 2660지번경상남도 거제시 일운면 소동리 115,34.8435221,128.702708
"여행,명소 > 박물관","매년 1월 1일 휴관입장시간: 관람시간 1시간 전까지 입장상족암군립공원(床足巖郡立公園)의 수려한 자연환경과 세계 3대 공룡 발자국 화석지인 고성군의 이미지를 높이고, 차별화된 관광지 조성으로 자연생태 관광 수요에 부응하기 위해 고성군에서 건립하였다. 2년 8개월의 공사기간을 거쳐 2004년 8월 12일 개관하였다.연면적은 3,442㎡, 건축면적은 1,324㎡이다. 박물관 건물은 지하 1층 지상 3층 규모이다. 총 공사비는 147억 원이 소요되었다. 전시관은 5개의 전시실과 3층 전시실, 야외 시설로 나뉜다.1층은 백악기공원(3전시질), 디노랜드(4전시실), 과거의 흔적(5전시실), 뮤지엄숍으로 구성되어 있다. 백악기 공룡공원, 초식·육식동물의 삶, 공룡시대의 동반자들, 테마랜드, 이야기방, 뼈맞추기·크기 비교 등을 선보이는 게임랜드, 시대별 화석, 화석발굴 현장 등을 볼 수 있다.2층은 공룡의 수도(1전시실), 고성의 공룡 발자국(2전시실), 로비 및 중앙홀, 영상실로 구성되어 있다. 상징 조형물, 지구연표, 공룡 골격, 발자국 화석 및 재현품 등이 전시되어 있다. 3층에는 발자국 화석지 및 화석 등이 전시되어 있고, 야외시설로 길이 34m, 너비 8.7m, 높이 24m의 브라키오사우루스를 형상화한 공룡탑 외에 분수대·전망대·탐방로 등이 있다.전시품은 공룡 전신골격 복제품 10종, 익룡 전신골격 3종, 부분골격·부조화석 13종, 야외전시품 11종, 일반화석 55종, 공룡 골격 진품 4종 등 총 96점이다. 관람 시간은 3~10월에는 9~18시, 11~2월에는 9~17시이다. 매주 월요일과 추석·설에는 문을 닫는다.지식백과",경남고성군,고성공룡박물관,055-832-9021,경상남도 고성군 하이면 덕명리 82,34.9077091,128.1478959
"여행,명소 > 자연공원","경상남도 고성군 하이면 덕명리 해안에 있다. 1983년 11월 10일에 군립공원으로 지정되었으며, 면적은 5,106㎢에 이른다.지형적으로 해식애(海蝕崖)에 해당한다. 파도에 깎인 해안지형이 육지쪽으로 들어가면서 해식애가 형성되었으며, 그 앞에 평탄하게 있는 암반층은 파식대이다. 상족암 앞의 파식대에는 공룡 발자국이 선명하게 찍혀 있다. 해식애 암벽은 시루떡처럼 겹겹이 층을 이루는 수성암(水成岩)인데, 모습이 밥상다리처럼 생겼다고 하여 상족(床足)이라고도 하고 여러 개의 다리 모양과 비슷하다고 하여 쌍족(雙足)이라고도 부른다. 암벽 깊숙이 굴이 뚫려 있으며, 굴 안은 파도에 깎여서 생긴 미로 때문에 변화무쌍하다.상족암 바닷가에는 너비 24㎝, 길이 32㎝의 작은 물웅덩이 250여 개가 연이어 있다. 1982년에 발견된 이 웅덩이는 공룡 발자국으로 1999년 천연기념물 제411호로 지정되었다. 1억 5천만 년 전에 호숫가 늪지대였던 이곳은 공룡들이 집단으로 서식하여 발자국이 남았다가 그 위로 퇴적층이 쌓이면서 암석으로 굳어졌고 그 뒤 지층이 솟아오르면서 퇴적층이 파도에 씻기자 공룡 발자국이 드러난 것으로 보인다. 상족암 바닷가는 한려해상국립공원에 속하며 가까이에 남일대해수욕장이 있다. 부산과 여수·사천을 오가는 배가 드나든다.지식백과",경남고성군,상족암군립공원,055-670-4461,경상남도 고성군 하이면 덕명5길 42-23지번경상남도 고성군 하이면 덕명리 32,34.9098324,128.1541637
"여행,명소 > 식물원,수목원",단체방문시 사전 협의,경남고성군,만화방초,,경상남도 고성군 거류면 은황길 82-91지번경상남도 고성군 거류면 은월리 17-7,34.9603597,128.3855291
"여행,명소 > 지역명소",,경남고성군,당항포국민관광단지,055-670-4501,경상남도 고성군 회화면 당항만로 1116지번경상남도 고성군 회화면 당항리 950-1,35.057779,128.400486
"여행,명소 > 계곡","장유대청계곡이라고도 한다. 길이 6㎞에 이르는 긴 계곡으로, 불모산(801m) 산자락 양쪽에 자리잡고 있다. 울창한 산림과 용지봉 준령에서 흘러내리는 맑은 계곡이 빼어난 경관을 이룬다. 김해시외버스터미널에서 8㎞ 떨어져 있다. 1984년 장유폭포 휴양공원으로 조성하면서 교량·급수시설을 설치하고 임도(林道) 1,720m를 조성하였다.흔히 암봉이 많은 불모산 등반과 연계하여 찾는다. 계곡 위쪽 장유암(長游庵)에는 한국 최초로 불법을 전파했다고 전해지는 가락국(駕洛國) 수로왕(首露王)의 처남 장유(長游:본명 허보옥)의 사리를 봉안하고 있는 장유화상사리탑(경남문화재자료 31)이 있다. 부근에 신어산 삼림욕장·가야랜드·장척계곡·무척산·구지봉 등의 관광지가 있다.지식백과",경남김해시,장유대청계곡,055-330-4923,경상남도 김해시 대청동 794-2,35.1914509,128.8028579
"여행,명소 > 테마파크","가야의 역사를 놀이,체험,전시를 통해 보고, 듣고, 만지며 배울수 있는 테마파크 및 봄맞이이용권",경남김해시,김해가야테마파크,055-340-7900,경상남도 김해시 가야테마길 161지번경상남도 김해시 어방동 986,35.2571164,128.8923319
"여행,명소 > 체험마을","진영읍내에서 동쪽으로 4.5km 떨어져 있다. 예로부터 명산(名山)으로 꼽혀온 봉화산(烽火山:140m) 봉수대 아래 있는 마을이라 하여 ‘봉하(烽下)마을’이라고 불렸다. 노무현 전 대통령이 태어나 고시에 합격한 후 법조인이 되어 떠나기 전까지 일부 기간을 제외하고 오랜 세월 동안 살았다. 2008년 2월 24일 대통령직에서 퇴임한 이후 귀향하여 사는 동안 많은 사람들이 찾아와서 관광지로 변모해왔다. 2009년 5월 23일 노무현 전 대통령이 사저 뒷산의 부엉이바위에서 투신, 서거하였고 이후 5월 29일 봉하마을에서 국민장 발인식이 열렸다. 노무현 전 대통령 유해는 봉화산 정토원에 일시 안치되었다가 7월 10일 49재를 지내고 봉화산 사자바위 서쪽 기슭 아래의 묘역에 안장되었다. 묘지는 봉분을 쓰지 않고 고인돌 형태의 묘지(支石墓)로 조성하였다. 마을에는 노무현 전 대통령이 퇴임 후 거주하던 사저와 생가, 주차시설, 관광안내센터가 있다. 사저는 대통령 퇴임 전에 건축하였고, 주위에 경호관저가 있으며 생가는 슬레이트 지붕의 벽돌집으로 작은 방 2개, 부엌이 일렬로 늘어서 있다. 마을에서는 진영단감과 벼농사를 주로 하며, 노무현 전 대통령이 퇴임한 후 친환경농법으로 추진한 봉화오리쌀을 재배하고 있다.지식백과",경남김해시,봉하마을,055-346-0660,경상남도 김해시 진영읍 봉하로 103-1지번경상남도 김해시 진영읍 본산리 94-1,35.3137776,128.7685598
"레저,테마 > 워터파크","신나는 물의 세계, 롯데워터파크!남태평양 폴리네시아섬이 김해에 펼쳐집니다!",경남김해시,김해롯데워터파크,1661-2000,경상남도 김해시 장유로 555지번경상남도 김해시 신문동 1417,35.2049606,128.8118572
"여행,명소 > 체험마을","1960년대에 산업역군으로 독일에 파견되어 한국의 경제발전에 기여한 독일거주 교포들이 한국에 정착할 수 있도록 삶의 터전을 제공해주고, 독일의 이국문화를 경험하는 관광지로 개발하기 위해 2001년부터 조성한 곳이다. 경상남도 남해군은 사업비 약 30억 원을 들여 40여 동의 건축물을 지을 수 있는 택지를 독일교포들에게 분양하고, 도로·상하수도 등의 기반시설을 마련해주었다. 1960년대에 산업역군으로 독일에 파견되어 한국의 경제발전에 기여한 독일거주 교포들이 한국에 정착할 수 있도록 삶의 터전을 제공해주고, 독일의 이국문화를 경험하는 관광지로 개발하기 위해 2001년부터 조성한 곳이다. 경상남도 남해군은 사업비 약 30억 원을 들여 40여 동의 건축물을 지을 수 있는 택지를 독일교포들에게 분양하고, 도로·상하수도 등의 기반시설을 마련해주었다. 남해군 삼동면 물건리와 동천리, 봉화리 일대 약 100,000㎡의 부지에 걸쳐 조성되어 있으며 주택들이 모여 있는 독일교포 정착마을은 산과 바다를 함께 조망할 수 있는 동천리 문화예술촌 안에 있다. 독일 교포들이 직접 독일에서 건축부재를 수입하여 전통적인 독일 양식 주택을 건립하였는데 2008년 현재 29동의 주택이 완공되었다. 이 주택들은 독일교포들의 주거지로 또는 휴양지로 이용되며, 관광객을 위한 민박으로도 운영된다.지식백과",경남남해군,남해독일마을,,경상남도 남해군 삼동면 물건리 1074-2,34.7983256,128.0416476
종교 > 불교,"683년 원효대사가 이곳에서 초당을짓고 수도하면서 관세음보살을 친견한 뒤로 산 이름을 보광산, 초당 이름을 보광사라고 했다. 훗날 태조 이성계가 이 곳에서 백일기도를 하고 조선 왕조를 열었다는데, 그 감사의 뜻으로 1660년 현종이 이 절을 왕실의 원당으로 삼고 산 이름을 금산, 절 이름을 보리암으로 바꿨다. 금산의 정상에 자리잡고 있는 보 리암은 금산의  온갖 기이한 암석과 푸르른 남해의 경치를 한 눈에 볼 수 있는 아름다운 절이다. 경내에는 원효대사가 좌선했다는 좌선대 바위가 눈길을 끌며, 부근의 쌍홍문이라는 바위 굴은 금산 38경 중의 으뜸으로 알려져 있다. 강원도 낙산사 홍연암, 경기 강화도 보문사와 더불어 우리나라 3대 기도처의 하나로 신도들이 연일 줄지어 찾고 있다.",경남남해군,보리암,055-862-6115,경상남도 남해군 상주면 보리암로 665지번경상남도 남해군 상주면 상주리 2065,34.7520875,127.9831469
"여행,명소 > 체험마을","다랭이마을 뒤쪽에 있는 설흘산(488m)은 망산과 인접해 있다. 설흘산 정상부근에는 봉수대의 흔적이 남아있다. 원래 봉수대는 주위를 넓게 관측할 수 있는 곳에 정한다. 설흘산에서 내려다 보면 깊숙하게 들어온 앵강만이 한눈에 들어오고 서포 김만중의 유배지인 노도가 아늑하게 보인다. 설흘산 역시 한려수도와 앵강만, 망망한 남쪽 대해를 조망할 수 있는 곳으로 일출의 장관이 유명하다. 남면 홍현의 무지개마을에서 오르면 가장 가깝지만 가천마을에서 북쪽으로 곧바로 오르거나 멀리 임포에서 시작하면 칼바위 등을 지나는 등산의 참맛을 느낄 수 있다.한국관광공사",경남남해군,다랭이마을,055-863-3427,경상남도 남해군 남면 남면로679번길 21 다랭이두레방지번경상남도 남해군 남면 홍현리 898-5,34.7275,127.8941667
"여행,명소 > 해수욕장,해변",안녕하세요. 남해 상주 해수욕장(은모래비치) 관리소 상주면 번영회 입니다.저회 상주 해수욕장을 찾아 주셨어서 너무 감사드립니다. 멋진 여행을 기대하고 저회 마을로 힘겼게 찾아 오신 바램이 헛대지 않게 가시는 길 좋은 추억 가득 담아 가길 바라는 마음으로항상 친절하고 기대에 부응하는 상주해수욕장이 되도록 노력하겠습니다. 개장기간 : 매년 7~8월 중요금입장료 무료시설 및 제공서비스 : 샤워실 화장실 급수대 야영장해양관광포털 바다여행,경남남해군,상주은모래비치,055-863-3573,경상남도 남해군 상주면 상주로 10-3지번경상남도 남해군 상주면 상주리 1136-1,34.7223934,127.987506
"여행,명소 > 체험마을","보물섬 남해에 위치한 원예 예술촌은 단순 테마 마을이 아닌 21개의 정원을 18개 나라별 테마로 원예전문가가직접 거주하면서 가꾸어 가고 있는 생활정원입니다.원예 예술촌은 원예를 테마로 조성된 국내 1호 귀촌 마을이며,남해 앞 바다를 한눈에 볼 수 있는 남해의 시크릿가든입니다.",경남남해군,원예예술촌,055-867-4702,경상남도 남해군 삼동면 예술길 39 원예예술촌지번경상남도 남해군 삼동면 봉화리 2611,34.801697,128.0378083
"여행,명소 > 보물","1963년 1월 21일 보물 제147호로 지정되었다. 정면 5칸, 측면 4칸의 팔작지붕이다. 조선시대의 밀양군 객사(客舍)였던 밀양관(密陽館)의 부속건물로서 밀양 강가의 절벽 위에 위치한다. 건물 기둥이 높고 사이를 넓게 잡아 웅대하다. 좌우의 부속건물들과는 층계로 된 월랑(月廊)과 헌랑(軒廊)으로 연결하여 건물 전체 배치에 변화를 주었으며 규모도 더 커졌다. 누마루 주위에는 난간을 돌렸고, 기둥 사이는 모두 개방하여 사방을 바라볼 수 있게 하였으며 연회를 베풀기에 알맞은 넓은 공간을 마련하였다. 공포(栱包)는 기둥 위에만 있고, 그 사이사이에는 귀면(鬼面)을 표현한 화반(花盤)을 하나씩 배치하였다. 내부 둘레의 고주(高柱) 위에 이중량(二重樑)을 짜고, 외부 둘레의 기둥들과는 퇴량(退樑)과 충량(衝樑)으로 연결하였는데, 그 가운데 충량은 용신(龍身)을 조각하였다. 천장은 지붕 밑이 그대로 보이는 연등천장이다. 창건 연대는 고려 말이라고 하나, 현재의 건물은 조선 헌종 때 불탄 것을 2년 후인 1844년에 재건하였다고 한다. 밀양시에서 관리하고 있다.지식백과",경남밀양시,영남루,,경상남도 밀양시 중앙로 324 영남루지번경상남도 밀양시 내일동 40,35.4915488,128.7551247
"지명 > 저수지,제","경상남도 밀양시 부북면에 위치한 62,790㎡ 규모의 저수지이다. 신라시대 때 농업용수 공급을 위해 축조되었으며, 경상남도문화재자료 제167호로 지정되어 있다. 원래 저수지 중앙에 다섯 개의 작은 섬이 있었으며, 이 물로 아래쪽에 있는 드넓은 들판에 농사를 짓고 제방 위에는 갖가지의 나무를 식재하여 풍치를 가꾼 명소였던 것으로 추정된다. 제방 위에는 작은 정자인 완재정이 자리하고 있다.",경남밀양시,위양지,,경상남도 밀양시 부북면 위양리,35.5570801,128.715584
종교 > 불교,"1974년 12월 28일 경상남도기념물 제17호로 지정되었다. 임진왜란 때 공을 세운 사명대사(四溟大師)의 충혼을 기리기 위하여 국가에서 명명한 절이다. 654년(태종무열왕 1) 원효대사가 창건하여 죽림사(竹林寺)라 하였으며, 829년(흥덕왕 4) 인도의 승려 황면선사(黃面禪師)가 현재의 자리에 중창하여 영정사(靈井寺)라 이름을 고치고 3층석탑을 세워 부처의 진신사리(眞身舍利)를 봉안한 것으로 전한다. 신라 진성여왕 때에는 보우국사(普佑國師)가 한국 제일의 선수행(禪修行) 사찰로 만들었으며, 1286년(충렬왕 12)에는 《삼국유사》의 저자인 일연(一然) 국사가 1,000여 명의 승려를 모아 불법을 일으키기도 하였다. 1839년(헌종 3) 사명대사의 법손(法孫)인 월파선사(月坡禪師)가 사명대사의 고향인 무안면(武安面)에 그의 충혼을 기리기 위해 세워져 있던 표충사(表忠祠)를 이 절로 옮기면서 절 이름도 표충사라 고치게 되었다. 이보다 앞서 1715년(숙종 41)에 중건한 사실이 있으나 1926년에 응진전(應眞殿)을 제외한 모든 건물이 화재로 소실된 것을 재건하여 오늘에 이르고 있다. 주요 문화재 및 건물로는 국보 제75호인 청동함은향완(靑銅含銀香垸)을 비롯하여 보물 제467호의 삼층석탑이 있으며, 석등(石燈) ·표충서원(表忠書院) ·대광전(大光殿) 등의 지방문화재와 25동의 건물, 사명대사의 유물 300여 점이 보존되어 있다.지식백과",경남밀양시,표충사,055-352-1150,경상남도 밀양시 단장면 표충로 1338 표충사지번경상남도 밀양시 단장면 구천리 25,35.5326137,128.9601149
"여행,명소 > 지역명소",하늘과 구름 그리고 꿈이 있는 하늘정원!사랑하는 사람들과 함께 여행을 즐겨보세요~,경남밀양시,영남알프스얼음골케이블카,055-359-3000,경상남도 밀양시 산내면 얼음골로 241지번경상남도 밀양시 산내면 삼양리 71,35.5823013,128.9816611
"여행,명소 > 계곡","1970년 4월 24일 천연기념물 제224호로 지정되었다. 면적 11만 9700㎡.천황산(天皇山:1,189m) 중턱 해발고도 600m에 위치하며, 동·서·남쪽의 3면이 수십 m의 절벽으로 둘러싸여 있다. 이 절벽을 이루는 암석은 중생대 말엽에 분출한 안산암(安山岩)이다. 이 암석의 틈서리에서는 3~4월부터 얼음이 맺히기 시작하여 7월 말∼8월 초에 가장 많은 얼음이 생긴다. 가을로 접어들면 얼음이 녹기 시작하고, 날씨가 서늘해지면 얼음이 다 녹아 바위틈에서 따뜻한 공기가 나온다. 이 현상은 겨우내 지속되며 계곡의 물도 얼지 않는다. 이와 같이 결빙현상이 계절과 정반대인 것은, 암석 속에 틈이 많이 생겨서 일어나는 것이다. 이와 같은 예는 경기 포천·충북 단양·경북 의성·강원 정선·함북 명천 등지에서도 발견된 바 있다.지식백과",경남밀양시,얼음골,055-356-1915,경상남도 밀양시 산내면 삼양리,35.5962414,128.9811468
"여행,명소 > 테마공원",환히 빛나는 빛의 터널/신비로운 해저터널 등 화려한 빛의 향연 ! 밀양 트윈터널,경남밀양시,트윈터널,055-802-8828,경상남도 밀양시 삼랑진읍 삼랑진로 537-11지번경상남도 밀양시 삼랑진읍 미전리 1026-4,35.4154927,128.7973985
"여행,명소 > 해수욕장,해변","바다 위 천수교와 백사장을 가로지르는 고공의 에코라인개장기간 : 매년 7~8월 중요금입장료 무료특징세족장, 인조잔디축구장, 바다영화제, 해변가요제주차가능시설 및 제공서비스 : 샤워실 화장실 급수대 야영장해양관광포털 바다여행",경남사천시,남일대해수욕장,055-832-7896,경상남도 사천시 모례2길 11-19지번경상남도 사천시 향촌동 710-1,34.9279517,128.098033
"여행,명소 > 성곽명","1998년 11월 13일 경상남도문화재자료 제274호로 지정되었다. 면적 약 9만㎡. 사천읍에서 서남쪽으로 약 4km 떨어진 선진항(船津港)의 북방에 있으며, 서·북·남의 3면은 바다에 임하고 동쪽의 1면만 육지와 이어져 있다. 현재는 석루(石壘)가 무너졌으나 토성(土城:약 1km)과 문지(門址)·장대지(將臺址)로 추측되는 시설도 남아 있다. 임진왜란 때 왜군 모리 요시시로[毛利吉城]가 축조한 것으로 장군 이순신에 의해 격파되기도 한 전적지이다.지식백과",경남사천시,선진리성,055-854-2189,경상남도 사천시 용현면 선진리 402 외,35.0415123,128.0477827
"쇼핑,유통 > 시장",종이상품권 가맹률 100%,경남사천시,삼천포용궁수산시장,055-835-2229,경상남도 사천시 어시장길 64 삼천포 용궁수산시장지번경상남도 사천시 동동 484-18,34.927455,128.0705756
"여행,명소 > 항구","항내수(港內水) 면적 213만 6000 m2를 보유하는 항만법상 1종항이다. 1958년 대(對) 일수출에 활기를 불러일으킨 선어(鮮魚) 수출항으로 지정되었고, 1966년 4월 16일 개항장이 되었다. 한려수도의 기항지이며, 어항과 임해공업의 수출항으로 좋은 여건을 지니고 있다. 1990년 현재 접안시설인 물량장 1,597 m와 잔교(棧橋) 1기가 있으며, 외곽시설로서 방파제 588 m, 방사제 65 m, 호안 2,252 m, 도류제(導流堤) 161 m가 있다. 연간 하역능력은 218만 2000 t이며, 주요 취급화물은 유류 ·선어 ·시멘트 ·무연탄 ·철재 ·광석 ·염류 등이다.지식백과",경남사천시,삼천포항,,경상남도 사천시 어시장길 34-10 활어회도매센터지번경상남도 사천시 서동 311-95,34.9264259,128.0699965
"여행,명소 > 테마공원",,경남산청군,생초국제조각공원,055-973-6184,경상남도 산청군 생초면 산수로 1064 생초국제조각공원지번경상남도 산청군 생초면 어서리 772,35.4920505,127.8310277
"여행,명소 > 국립공원","높이 1915m. 신라 5악의 남악으로 ‘어리석은 사람이 머물면 지혜로운 사람으로 달라진다’하여 지리산(智異山)이라 불렀고, 또 ‘멀리 백두대간이 흘러왔다’하여 두류산(頭流山)이라고도 하며, 옛 삼신산의 하나인 방장산(方丈山)으로도 알려져 있다.남한 내륙의 최고봉인 천왕봉(1915m)을 주봉으로 하는 지리산은 서쪽 끝의 노고단(1507m), 서쪽 중앙의 반야봉(1751m) 등 3봉을 중심으로 하여 동서로 100여 리의 거대한 산악군을 형성한다.천왕봉에서 노고단에 이르는 주능선을 중심으로 해서 각각 남북으로 큰 강이 흘러내리는데, 하나는 낙동강 지류인 남강의 상류로서 함양·산청을 거쳐 흐르고, 또 하나는 멀리 마이산과 봉황산에서 흘러온 섬진강이다. 이들 강으로 화개천, 연곡천, 동천, 경호강, 덕천강 등 10여 개의 하천이 흘러들며 맑은 물과 아름다운 경치로 ‘지리산 12동천’을 이루고 있다.지형은 융기작용 및 침식·삭박에 의해 산간분지와 고원·평탄면이 형성되어 있고 계곡은 깊은 협곡으로 되어 있다. 최고봉은 섬록암(閃綠岩)으로 되어 있고 주변은 화강암·화강편마암의 지질이 넓게 분포되어 있다.화엄사, 천은사, 연곡사, 쌍계사 등 유서 깊은 사찰과 국보·보물 등의 문화재가 많으며, 800여 종의 식물과 400여 종의 동물 등 동식물상 또한 풍부하다. 1967년 국립공원 제1호로 지정되었다.지식백과",경남산청군,지리산,055-970-1000,경상남도 함양군 마천면 추성리,35.3681959,127.7113855
"여행,명소 > 체험마을","행정구역상으로 볼 때 청계를 가운데 두고 남사는 진주에, 상사는 단성에 속하였는데 그때 두 마을의 명칭이 같은 사월리였다고 합니다. 1906년에 와서 진주의 사월면이 산청군으로 편입되면서 남사도 단성군 사월면으로 산청에 속하게 되었다가 다시 1914년에 단성군이 단성면으로 격하되어 산청군에 통합될 때 두 마을은 단성면에 속한 남사마을과 상사마을로 분리되었습니다.남사마을에서는 수많은 선비들이 태어나 서당에서 공부하여 많은 수가 과거에 급제하여 가문은 빛내던 학문의 고장으로, 공자가 탄생하였던 니구산과 사수를 이곳 지명에 비유할 만큼 예로부터 학문을 숭상하는 마을로 유명합니다. 그 이름의 변용은 사양정사, 니사재, 이동서당 등의 서재 명칭에서도 찾아볼 수 있습니다.더보기",경남산청군,남사예담촌,070-8199-7107,경상남도 산청군 단성면 지리산대로2897번길 10지번경상남도 산청군 단성면 남사리 281-1,35.2742368,127.9363747
"여행,명소 > 산,고개","주소: 경상남도 합천군 가회면 둔내리 산219높이 1,108m이다. 소백산맥에 속하는 고봉이다. 영남의 소금강으로 불리며, 700∼900m의 고위평탄면 위에 높이 약 300m의 뭉툭한 봉우리를 얹어놓은 듯한 모습이다. 북쪽 비탈면에서는 황강(黃江)의 지류들이, 동쪽 비탈면에서는 사정천(射亭川)이 발원한다.주봉우리는 크게 하봉,중봉,상봉으로 나뉜다. 삼라만상을 전시해 놓은 듯한 모산재(767m)의 바위산이 절경이며 그 밖에 북서쪽 능선을 타고 펼쳐지는 황매평전의 철쭉 군락과 무지개터, 황매산성의 순결바위, 국사당(國祠堂) 등이 볼 만한 곳으로 꼽힌다.남쪽 기슭에는 통일신라 때의 고찰인 합천 영암사지(사적 131)가 있다. 합천팔경(陜川八景) 가운데 제8경에 속하며, 1983년 합천군 황매산군립공원으로 지정되었다.지식백과",경남산청군,황매산,055-970-6000,경상남도 산청군 차황면 법평리 산1,35.4842126,127.9672887
"여행,명소 > 테마공원",,경남산청군,산청한방테마파크,055-970-6605,경상남도 산청군 금서면 동의보감로555번길 61지번경상남도 산청군 금서면 특리 1300-25,35.4415106,127.830952
종교 > 불교,"한국 3대 사찰의 하나로, 부처의 진신사리(眞身舍利)가 있어 불보(佛寶)사찰이라고도 한다. 사찰의 기록에 따르면 통도사라 한 것은, 이 절이 위치한 산의 모습이 부처가 설법하던 인도 영취산의 모습과 통하므로 통도사라 이름했고(此山之形通於印度靈鷲山形), 또 승려가 되고자 하는 사람은 모두 이 계단(戒壇)을 통과해야 한다는 의미에서 통도라 했으며(爲僧者通而度之), 모든 진리를 회통(會通)하여 일체중생을 제도(濟道)한다는 의미에서 통도라 이름지었다고 한다. 이 절의 창건 유래에 대한 《삼국유사》의 기록을 보면 신라의 자장(慈藏)이 당나라에서 불법을 배우고 돌아와 신라의 대국통(大國統)이 되어 왕명에 따라 통도사를 창건하고 승려의 규범을 관장, 법식(法式)을 가르치는 등 불법을 널리 전한 데서 비롯된다. 이때 부처의 진신사리를 안치하고 금강계단(金剛戒壇)을 쌓아, 승려가 되고자 원하는 많은 사람들을 득도케 하였다. 이렇게 창건된 이 절은 이후 계율의 근본도량이 되었고, 신라의 승단(僧團)을 체계화하는 중심지가 되었다. 창건의 정신적 근거이며 중심인 금강계단은 자장과 선덕여왕이 축조하여 부처의 진신사리를 안치한 이후 오늘날까지 잘 보존되고 있다.지식백과",경남양산시,통도사,055-382-7182,경상남도 양산시 하북면 통도사로 108지번경상남도 양산시 하북면 지산리 583,35.4879256,129.0642562
"여행,명소 > 테마파크",낮과 밤이 공존하는 영남권 최대의 놀이공원!놀이기구의 스릴! 야간 드림나이트 빛축제 즐거움!*아쿠아환타지아 2019.06.22-09.01 개장*지식백과,경남양산시,통도환타지아,055-379-7000,경상남도 양산시 하북면 통도7길 68지번경상남도 양산시 하북면 순지리 472-1,35.4999907,129.0831382
